2041;id;scenario;sensetivity;H2_price_2030;H2_price_2040;H2_premium_2030;H2_FP_2030;H2_SP_2030;H2_RP_2030;PtH_PROD_base_2030;PtH_PROD_peak_2030;SMRCCS_PROD_2030;IMPORT_2030;PtH_CAP_base_2030;PtH_CAP_peak_2030;SMRCCS_CAP_2030;EOM_price_2030;EOM_price_2040;WIND_CAP_2030;SOLAR_CAP_2030;GAS_CAP_2030;COAL_CAP_2030;NUCL_CAP_2030;WIND_PROD_2030;SOLAR_PROD_2030;GAS_PROD_2030;COAL_PROD_2030;NUCL_PROD_2030;ETS_price_2030;ETS_price_2040;PS_emmisions;H2S_emissions;IND_emissions;cumulative_emissions;DIFF_PROD;TOT_PROD;H2_PROD;D_CUM;Increase_elek;H2_PROD_Twh;ERROR;residential_demand;Demand_2030;Difference;PtH_base_H;PtH_peak
REF;21;1;expensive-PtH;2.54;2.7;0.000;0.000;0.000;2.675;10.890;118.352;35.051;192.170;17.6;123.1;9.6;99.9;100.0;1616.613;719.497;103.385;0.000;0.000;34354.835;8753.164;3797.354;2341.863;6916.687;6281.1;289.8;4264.615;731.597;14268.149;19264;56163.9;56163.903;7022.771972;49141.131;-904.3317464;4265.003505;;49141.13107;2490.450108;46650.68097;20456;31724
CT;22;22;expensive-PtH;2.59;2.7;0.000;0.000;0.000;2.726;13.812;133.050;21.748;184.057;19.9;122.6;5.6;99.6;99.9;-4.516;8.929;1.640;0.000;0.000;583.886;413.824;-122.410;-22.624;113.964;6281.1;284.9;-69.393;16.264;53.045;0;966.6;58037.355;7968.920131;50068.434;41.8164125;4846.466571;924.8236145;50068.43442;2490.450108;47577.98431;22946;35802
QT;23;76;expensive-PtH;2.59;2.7;0.000;0.000;0.000;2.730;24.428;119.494;22.327;186.674;18.0;123.7;6.0;99.6;99.8;-5.972;7.478;1.649;0.000;0.000;453.871;398.812;-122.975;-37.695;9.899;6281.1;283.9;-78.685;15.318;63.479;0;701.9;57772.626;7723.786436;50048.839;-203.3172817;4749.433586;905.2283647;50048.83917;2490.450108;47558.38906;44663;31879
FP;24;176;expensive-PtH;2.59;2.7;0.000;0.000;0.000;2.730;19.892;123.619;22.620;186.924;18.9;122.7;6.1;99.6;99.8;-7.355;7.945;1.551;0.000;0.000;461.848;405.712;-123.433;-38.590;10.451;6281.1;283.9;-79.294;14.514;64.672;0;716.0;57786.702;7736.800367;50049.901;-190.3033515;4735.854751;906.290403;50049.90121;2490.450108;47559.4511;34674;33237
CfD;25;226;expensive-PtH;2.59;2.7;0.000;0.000;0.000;2.730;28.561;115.366;22.615;186.608;19.1;122.7;6.0;99.6;99.8;-6.089;7.365;1.636;0.000;0.000;441.916;375.413;-118.998;-36.034;9.306;6281.1;284.0;-75.590;13.253;62.249;0;671.6;57742.318;7691.575333;50050.742;-235.5283855;4749.589834;907.1316501;50050.74245;2490.450108;47560.29235;49442;31033
REF;29;1;high-natural-gas-price;2.42;2.5;0.000;0.000;0.000;2.557;93.718;87.493;0.292;203.769;62.7;109.3;0.0;99.8;100.9;1626.928;797.459;102.096;0.000;0.000;36399.643;9643.938;3138.760;2217.972;6974.545;6281.1;224.5;3854.203;426.410;14983.163;19264;58374.9;58374.857;9230.234675;49144.623;1303.130956;5979.953957;;49144.62275;2490.450108;46654.17265;49360;26420
CT;30;22;high-natural-gas-price;2.42;2.5;0.000;0.000;0.000;2.566;98.997;87.307;0.286;198.551;62.6;108.9;0.0;99.7;100.9;-2.456;-0.832;0.648;0.000;0.000;141.267;150.306;-21.621;-6.797;54.790;6281.1;223.4;-13.686;1.169;12.633;0;317.9;57388.659;9468.887763;47919.771;1541.784045;6148.033167;-1223.83995;47919.77085;2490.450108;45429.32075;52215;26458
QT;31;76;high-natural-gas-price;2.42;2.5;0.003;0.000;0.000;2.563;95.176;87.572;0.292;202.221;63.3;108.5;0.0;99.7;100.8;-3.606;1.209;0.543;0.000;0.000;52.040;54.056;-13.942;-8.951;-5.828;6281.1;223.9;-8.516;0.593;7.928;0;77.4;57148.090;9303.343204;47844.747;1376.239486;6030.693271;-1298.86408;47844.74672;2490.450108;45354.29662;49600;26623
FP;32;176;high-natural-gas-price;2.42;2.5;0.000;0.000;0.000;2.563;95.227;87.518;0.292;202.214;63.4;108.5;0.0;99.7;100.8;-3.618;1.190;0.550;0.000;0.000;51.012;53.610;-14.149;-8.998;-6.266;6281.1;223.9;-8.600;0.604;7.924;0;75.2;57145.923;9302.725015;47843.198;1375.621297;6030.560251;-1300.412662;47843.19814;2490.450108;45352.74803;49596;26615
CfD;33;226;high-natural-gas-price;2.42;2.5;0.000;0.000;0.000;2.563;95.244;87.464;0.292;202.262;63.2;108.6;0.0;99.7;100.8;-3.484;1.249;0.521;0.000;0.000;45.677;52.771;-13.171;-8.254;-5.331;6281.1;223.9;-7.906;0.668;7.159;0;71.7;57142.407;9300.612477;47841.795;1373.508759;6029.374917;-1301.816042;47841.79476;2490.450108;45351.34465;49699;26568
REF;35;1;low-natural-gas-price;2.14;2.2;0.000;0.000;0.000;2.252;38.914;73.769;130.035;127.141;47.1;94.4;36.2;98.9;99.5;1581.760;687.992;107.854;0.000;0.000;32805.790;8375.901;4739.763;2050.880;7060.783;6281.1;311.4;4491.067;742.119;14031.439;19265;55033.1;55033.117;5891.790689;49141.327;-2035.313029;3718.52387;;49141.32671;2490.450108;46650.8766;27262;25797
CT;36;22;low-natural-gas-price;2.17;2.2;0.000;0.000;0.000;2.286;46.620;80.533;114.152;124.682;49.7;94.7;32.7;98.8;99.4;0.045;10.916;0.241;0.000;0.000;590.921;207.747;-129.400;-5.871;92.123;6281.1;307.0;-64.262;15.314;48.965;0;755.5;57826.235;6627.105175;51199.130;-1299.998543;4196.044552;2055.519131;51199.12993;2490.450108;48708.67983;30966;28068
QT;37;76;low-natural-gas-price;2.22;2.3;0.000;0.000;0.000;2.347;74.248;62.865;97.222;126.342;50.8;96.3;28.1;98.5;99.2;-5.684;22.260;0.950;0.000;0.000;769.666;606.755;-288.894;-29.495;8.952;6281.1;301.4;-152.262;41.299;110.569;0;1067.0;58137.698;6957.833178;51179.865;-969.2705399;4524.726968;2036.254099;51179.8649;2490.450108;48689.4148;48277;21532
FP;38;176;low-natural-gas-price;2.22;2.3;0.000;0.000;0.000;2.347;72.195;64.771;97.353;126.360;50.8;96.2;28.1;98.4;99.2;-5.687;21.927;0.781;0.000;0.000;786.989;601.990;-291.594;-27.759;9.641;6281.1;301.3;-152.927;41.589;110.940;0;1079.3;58149.981;6965.874742;51184.106;-961.2289763;4519.874067;2040.495316;51184.10612;2490.450108;48693.65601;46861;22223
CfD;39;226;low-natural-gas-price;2.22;2.3;0.000;0.000;0.000;2.347;68.085;68.556;97.657;126.414;50.8;96.1;28.2;98.4;99.2;-5.831;21.626;0.806;0.000;0.000;797.780;606.593;-294.169;-27.673;11.096;6281.1;301.2;-154.000;41.798;111.803;0;1093.6;58164.340;6980.266471;51184.074;-946.8372475;4509.130032;2040.463211;51184.07401;2490.450108;48693.62391;44188;23540
REF;41;1;Cheap-RES;2.46;2.6;0.000;0.000;0.000;2.602;81.129;72.878;14.101;184.532;63.4;100.4;3.5;100.0;100.8;1602.131;770.200;104.634;0.000;0.000;34846.865;9141.418;3662.374;2276.510;7048.879;6281.1;281.6;4169.014;737.810;14357.442;19264;56976.0;56976.046;7832.939513;49143.107;-94.16420539;5082.227425;;49143.10655;2490.450108;46652.65644;42223;23953
CT;42;22;Cheap-RES;2.47;2.6;0.000;0.000;0.000;2.612;85.779;74.696;13.692;179.774;63.9;99.7;3.5;99.9;100.8;-5.609;0.487;1.037;0.000;0.000;178.788;213.605;-26.316;-6.732;48.787;6281.1;279.6;-10.516;-12.212;22.799;0;408.1;57478.846;8152.172356;49326.673;225.0686382;5295.689988;183.0626787;49326.67348;2490.450108;46836.22337;44298;24732
QT;43;76;Cheap-RES;2.47;2.6;0.001;0.000;0.000;2.614;85.699;73.023;13.769;181.335;64.1;99.4;3.5;99.9;100.7;-6.211;0.086;1.112;0.000;0.000;105.933;174.555;-39.916;-7.607;-8.549;6281.1;279.3;-15.774;-10.437;26.440;0;224.4;57295.130;8056.35076;49238.779;129.2470419;5237.821124;95.16819667;49238.779;2490.450108;46748.32889;44141;24252
FP;44;176;Cheap-RES;2.47;2.6;0.000;0.000;0.000;2.614;88.193;70.524;13.768;181.343;63.9;99.5;3.5;99.9;100.7;-5.698;-0.117;1.048;0.000;0.000;99.467;166.479;-37.375;-7.784;-10.767;6281.1;279.2;-15.921;-10.444;27.000;1;210.0;57280.734;8036.470307;49244.264;109.366589;5237.649186;100.6532987;49244.2641;2490.450108;46753.81399;45546;23383
CfD;45;226;Cheap-RES;2.47;2.6;0.000;0.000;0.000;2.614;84.872;73.760;13.777;181.413;64.2;99.3;3.5;99.9;100.7;-6.278;0.013;1.125;0.000;0.000;106.112;176.946;-40.403;-7.657;-8.901;6281.1;279.3;-15.981;-10.325;26.491;0;226.1;57296.811;8057.927362;49238.884;130.8236435;5234.867565;95.27326853;49238.88407;2490.450108;46748.43396;43658;24520
REF;47;1;expensive-RES;2.34;2.5;0.000;0.000;0.000;2.482;77.277;81.303;13.601;179.584;57.9;118.1;3.4;95.5;96.5;1618.814;831.302;102.515;0.000;0.000;34898.789;9394.715;3628.413;2293.918;7042.424;;279.4;4138.436;745.021;14380.969;19264;57258.3;57258.259;8114.761091;49143.498;187.6573726;5233.16366;;49143.49781;2490.450108;46653.04771;44052;22714
CT;48;22;expensive-RES;2.36;2.5;0.000;0.000;0.000;2.500;85.719;81.464;2.531;177.092;58.7;120.8;0.5;95.5;96.4;-1.440;15.519;0.178;0.000;0.000;272.385;252.363;-59.908;-11.192;39.416;6281.1;278.7;-39.978;30.519;9.150;0;493.1;57563.779;8521.577234;49042.202;594.4735157;5517.052354;-101.4090435;49042.20176;2490.450108;46551.75165;48185;22255
QT;49;76;expensive-RES;2.35;2.5;0.000;0.000;0.000;2.498;82.824;81.351;6.717;178.075;58.5;119.3;1.6;95.4;96.4;-3.581;10.558;0.613;0.000;0.000;196.284;155.032;-65.663;-7.992;-13.997;6281.1;277.9;-33.359;16.762;16.526;0;263.7;57334.378;8378.886131;48955.492;451.7824128;5417.787252;-188.1185219;48955.49228;2490.450108;46465.04217;46735;22507
FP;50;176;expensive-RES;2.35;2.5;0.000;0.000;0.000;2.498;84.226;79.917;6.790;178.097;58.5;119.2;1.6;95.4;96.4;-3.362;10.390;0.596;0.000;0.000;192.956;152.526;-64.735;-7.983;-15.784;6281.1;277.9;-33.347;16.692;16.651;0;257.0;57327.695;8366.074256;48961.621;438.9705376;5416.710903;-181.9895705;48961.62123;2490.450108;46471.17113;47514;22121
CfD;51;226;expensive-RES;2.35;2.5;0.000;0.000;0.000;2.498;81.675;82.397;6.824;178.145;58.5;119.3;1.7;95.4;96.4;-3.670;10.599;0.627;0.000;0.000;192.090;163.592;-65.320;-7.806;-14.213;6281.1;277.9;-32.767;15.978;16.350;0;268.3;57339.057;8382.229045;48956.828;455.1253263;5414.377576;-186.782568;48956.82824;2490.450108;46466.37813;46106;22795
REF;53;1;cheap-import;2.34;2.5;0.000;0.000;0.000;2.478;65.431;79.868;0.676;216.389;53.3;104.0;0.0;99.1;99.9;1592.491;757.907;105.418;0.000;0.000;34457.665;9050.630;3759.821;2310.512;7040.999;;279.5;4250.372;633.333;14380.674;19264;56619.6;56619.627;7477.380612;49142.247;-449.7231066;4794.890889;;49142.2466;2490.450108;46651.7965;40489;25340
CT;54;22;cheap-import;2.35;2.5;0.000;0.000;0.000;2.486;74.005;80.658;0.655;207.794;53.7;103.2;0.0;99.1;99.8;-3.071;-1.735;1.069;0.000;0.000;295.176;222.957;-69.723;9.483;64.337;6281.1;276.9;-19.989;-6.718;26.743;0;522.2;57592.944;7924.990192;49667.954;-2.113526186;5103.872795;524.3431298;49667.95393;2490.450108;47177.50383;45492;25792
QT;55;76;cheap-import;2.35;2.5;0.000;0.000;0.000;2.491;74.731;78.322;0.664;209.234;53.8;102.8;0.0;99.0;99.8;-4.831;-1.865;1.326;0.000;0.000;232.647;221.857;-95.816;6.507;-11.925;6281.1;276.2;-32.062;-4.463;36.630;0;353.3;57423.984;7830.745001;49593.239;-96.35871672;5050.752304;449.6284747;49593.23928;2490.450108;47102.78917;45865;25144
FP;56;176;cheap-import;2.35;2.5;0.000;0.000;0.000;2.490;75.823;77.171;0.664;209.306;53.8;102.8;0.0;99.0;99.8;-4.701;-1.881;1.305;0.000;0.000;231.214;215.807;-94.287;7.034;-12.075;6281.1;276.2;-31.094;-4.624;35.889;0;347.7;57418.407;7818.889852;49599.517;-108.2138666;5048.78345;455.9058597;49599.51666;2490.450108;47109.06656;46544;24771
CfD;57;226;cheap-import;2.35;2.5;0.000;0.000;0.000;2.491;73.984;79.001;0.664;209.359;53.7;102.8;0.0;99.0;99.8;-5.030;-1.816;1.354;0.000;0.000;232.483;224.022;-96.155;6.523;-10.713;6281.1;276.1;-31.640;-5.041;36.659;0;356.2;57426.875;7832.839231;49594.036;-94.26448685;5048.483886;450.4250185;49594.03582;2490.450108;47103.58571;45500;25349
REF;59;1;expensive-import;2.49;2.7;0.000;0.000;0.000;2.603;94.815;71.539;60.913;113.960;73.4;106.3;19.6;98.5;98.7;1625.025;817.910;101.947;0.000;0.000;35347.610;9388.284;3512.524;2260.723;7041.118;;286.5;4052.797;907.407;14304.236;19264;57550.3;57550.258;8404.466139;49145.792;477.3624206;5489.662342;;49145.792;2490.450108;46655.3419;42651;22199
CT;60;22;expensive-import;2.51;2.7;0.000;0.000;0.000;2.623;100.977;71.807;53.285;113.139;73.3;106.9;18.1;98.3;98.6;1.280;1.204;0.038;0.000;0.000;244.869;162.852;-50.080;-9.008;38.585;6281.1;284.3;-32.272;8.594;23.504;0;387.2;57457.932;8709.752323;48748.180;782.6486049;5701.887365;-395.4312007;48748.1796;2490.450108;46257.7295;45475;22177
QT;61;76;expensive-import;2.50;2.7;0.001;0.000;0.000;2.616;97.070;72.267;56.616;114.026;73.0;106.8;19.1;98.3;98.6;0.082;0.254;0.325;0.000;0.000;103.132;105.361;-32.414;-15.651;-13.195;6281.1;284.8;-24.035;6.677;17.209;0;147.2;57217.948;8550.842253;48667.105;623.7385346;5588.119214;-476.5053335;48667.10547;2490.450108;46176.65536;43905;22337
FP;62;176;expensive-import;2.50;2.7;0.000;0.000;0.000;2.617;97.890;71.412;56.647;114.029;72.9;106.7;19.1;98.3;98.6;0.264;-0.186;0.266;0.000;0.000;109.698;98.159;-33.434;-14.942;-14.905;6281.1;284.7;-25.127;7.012;17.974;0;144.6;57215.291;8542.474323;48672.816;615.370605;5586.968371;-470.7945135;48672.81629;2490.450108;46182.36618;44283;22083
CfD;63;226;expensive-import;2.50;2.7;0.000;0.000;0.000;2.616;95.746;73.529;56.731;114.019;73.0;106.8;19.1;98.3;98.6;-0.191;0.373;0.409;0.000;0.000;109.233;108.346;-32.556;-16.343;-13.419;6281.1;284.9;-23.508;6.677;16.816;0;155.3;57225.976;8557.823261;48668.152;630.7195425;5586.067215;-475.4583636;48668.15244;2490.450108;46177.70233;43303;22726
